,weight
HN35,0.44368597067156373
stethoscope,0.44368597067156373
allergenspecific,0.44368597067156373
thermistor,0.44368597067156373
moderatesevere,0.44368597067156373
naltrexone,0.44368597067156373
lens,0.44368597067156373
sequestered,0.44368597067156373
abusedeterrent,0.44368597067156373
TVP1012,0.44368597067156373
XKH001,0.44368597067156373
multiple,0.44218186749692057
burden,0.44198441201738387
serum,0.44198441201738387
volumes,0.44147651270735583
virus,0.441278631759991
investigating,0.4412760714606448
uptake,0.4412760714606448
extraction,0.4412760714606448
vaccines,0.4412760714606448
vaginal,0.4412760714606448
sedation,0.4412760714606448
anesthesia,0.44003464342171084
HPV,0.4382563972057528
assessment,0.43794417353746035
Desflurane,0.43437787338474776
metastatic,0.4343353884897608
food,0.4343353884897608
orally,0.4339801412500302
related,0.4338454456845865
beat,0.43336769228385297
FEs,0.43136136037513145
dementia,0.4312035322527413
pylori,0.43008433194768353
latency,0.43008433194768353
subarachnoid,0.43008433194768353
Growth,0.43008433194768353
pneumonia,0.42922433306318736
local,0.42891425913760167
radiation,0.42891425913760167
days,0.42878284211305356
Suspension,0.42838645444150986
ASP0113,0.42838645444150986
SOC,0.42838645444150986
postcraniotomy,0.42838645444150986
chlorambucil,0.42838645444150986
Procedural,0.42838645444150986
sizing,0.42838645444150986
urethritis,0.42838645444150986
Aortic,0.42838645444150986
GSK2256098,0.42838645444150986
TD9855,0.42838645444150986
relatlimab,0.42838645444150986
COPD,0.42795692660232904
product,0.42795692660232904
dysplasia,0.42795692660232904
brief,0.42795692660232904
heart,0.4273225214057267
research,0.4268242246846924
Disease,0.42656934403465796
surgeries,0.42608260839448187
records,0.42608260839448187
bariatric,0.42608260839448187
investigates,0.42608260839448187
Prospective,0.42608260839448187
disc,0.42608260839448187
sevelamer,0.4254523006439652
hypothesizes,0.42449664683399596
exacerbation,0.42449664683399596
create,0.42449664683399596
antagonist,0.42449664683399596
HER2,0.42449664683399596
Vascular,0.42449664683399596
inpatients,0.42449664683399596
experiencing,0.42449664683399596
attacks,0.42449664683399596
formation,0.42449664683399596
killer,0.42449664683399596
automated,0.42449664683399596
app,0.42449664683399596
ARDS,0.42449664683399596
taping,0.42449664683399596
candida,0.42439527629453927
severity,0.42374536851150246
patch,0.423625028602219
proximal,0.423625028602219
pretreatment,0.423625028602219
generation,0.423625028602219
elastin,0.423518426550129
sexuality,0.423518426550129
multichannel,0.4211256670780944
Lynch,0.4197029452298576
depression,0.41967005688596287
affects,0.41967005688596287
D,0.4195921068071306
pharmacokinetics,0.4188062837814098
chest,0.41837869790616294
nonrandomized,0.41837869790616294
walking,0.41837869790616294
physiological,0.41837869790616294
inhibitor,0.416874925346884
transfusion,0.41531865549237157
radiotherapy,0.4152805874550697
Clostridium,0.4147241772352663
duct,0.4147241772352663
extendedrelease,0.4147241772352663
moderatetosevere,0.4147241772352663
histopathology,0.4147241772352663
thyroidectomy,0.4147241772352663
mgday,0.4147241772352663
sulfate,0.4147241772352663
717,0.4147241772352663
bilateral,0.4145668622216581
chamberventricle,0.41410690596012617
nitric,0.41410690596012617
pumping,0.41410690596012617
villages,0.41410690596012617
MFI,0.41410690596012617
prolong,0.41410690596012617
exhaled,0.41410690596012617
CPA,0.41410690596012617
normative,0.41410690596012617
FeNO,0.41410690596012617
gabapentin,0.41410690596012617
SAH,0.41410690596012617
besylate,0.41410690596012617
ALEX,0.41410690596012617
LY3209590,0.41410690596012617
normobaric,0.41410690596012617
Minocin,0.41410690596012617
paracervical,0.41410690596012617
n46,0.41410690596012617
mgd,0.41410690596012617
earplugs,0.41410690596012617
snore,0.41410690596012617
MayThurner,0.41410690596012617
naproxcinod,0.41410690596012617
smoke,0.41410690596012617
sequential,0.41410690596012617
lotion,0.41410690596012617
RPE65,0.41410690596012617
pro,0.41410690596012617
stenting,0.41410690596012617
Vivatmo,0.41410690596012617
GXI7,0.41410690596012617
mg,0.41407743773487693
postmarketing,0.41323671840887705
correlates,0.41323671840887705
detecting,0.41323671840887705
AD,0.41323671840887705
dental,0.41323671840887705
glaucoma,0.41323671840887705
hospitals,0.41323671840887705
specificity,0.41323671840887705
doses,0.41172910716470174
evaluates,0.4097141361057698
association,0.4097141361057698
scheduled,0.4097141361057698
CT,0.4097141361057698
trauma,0.40903930405870265
arthritis,0.40903930405870265
quadrivalent,0.4087745488031072
selfmanagement,0.4087745488031072
eradication,0.4087745488031072
velocity,0.4087745488031072
extension,0.4073317582713645
powder,0.4073317582713645
understood,0.4073317582713645
manage,0.4073317582713645
Diabetes,0.4073317582713645
reactive,0.4073317582713645
instruction,0.4073317582713645
migraine,0.4073317582713645
headache,0.4073317582713645
arteries,0.4073317582713645
adapt,0.4073317582713645
spine,0.4073317582713645
falls,0.4073317582713645
Study,0.4051838035489284
JIA,0.40510458191751475
cancerrelated,0.40510458191751475
singlearm,0.4021091023568335
formulation,0.40180401092489443
cancers,0.40180401092489443
cervical,0.40180401092489443
China,0.40180401092489443
measures,0.40144298069510764
pellets,0.40074861867108985
RAP,0.40074861867108985
Compounded,0.40074861867108985
conservation,0.40074861867108985
illumination,0.40074861867108985
RSR13,0.40074861867108985
golf,0.40074861867108985
Testosterone,0.40074861867108985
UC,0.40074861867108985
needle,0.4004233435374985
ml,0.4004233435374985
Trametinib,0.4004233435374985
SBRT,0.4004233435374985
PD,0.39990650168601005
fistula,0.39714846431458034
patterns,0.39670724967252197
watermelon,0.3964853354937378
best,0.39603117907953983
medication,0.39603117907953983
investigational,0.3945274011363911
induced,0.3945274011363911
CLASPS,0.39438752948583444
thickness,0.3941754577744248
uncontrolled,0.3941754577744248
difficile,0.3941754577744248
usefulness,0.3941754577744248
probe,0.3941754577744248
differentiation,0.3941754577744248
tree,0.3941754577744248
fractional,0.3941754577744248
specimen,0.3941754577744248
thigh,0.39363650720635446
focusing,0.3933070231333679
electronic,0.3933070231333679
Type,0.3933070231333679
Disorder,0.3933070231333679
dietary,0.39229384938546824
pattern,0.39229384938546824
quantitative,0.39229384938546824
implementation,0.39229384938546824
small,0.39228388838040973
solution,0.39190047801421457
motion,0.39124128877962183
CMV,0.39079778239477014
diarrhea,0.3895380994476669
irisangle,0.3882252243376183
pacing,0.3882252243376183
LY573636,0.3882252243376183
VELCADE,0.3882252243376183
nonJapanese,0.3882252243376183
Caffeine,0.3882252243376183
cholangitis,0.3882252243376183
cleanliness,0.3882252243376183
sL1CAM,0.3882252243376183
fasciitis,0.3882252243376183
isotonic,0.3882252243376183
Sitravatinib,0.3882252243376183
prep,0.3882252243376183
PEG,0.3882252243376183
Impairment,0.3882252243376183
Hepatic,0.3882252243376183
Splitdose,0.3882252243376183
Prep,0.3882252243376183
Citrate,0.3882252243376183
cilofexor,0.3882252243376183
sclerosing,0.3882252243376183
stays,0.3882252243376183
HyGIeaCare,0.3882252243376183
ALXN1840,0.3882252243376183
SSTRspecific,0.3882252243376183
nebulizer,0.3882252243376183
bipolar,0.3882252243376183
68Ga,0.3882252243376183
Detecting,0.3882252243376183
LDLC,0.3882252243376183
Simvastatin,0.3882252243376183
Propofol,0.3882252243376183
Comparing,0.3882252243376183
BPH,0.3882252243376183
PVTT,0.3882252243376183
HCC,0.3882252243376183
Apatinib,0.3882252243376183
thulium,0.3882252243376183
NETSPOT,0.3882252243376183
PostTreatment,0.3882252243376183
PTLD,0.3882252243376183
LY573636sodium,0.3882252243376183
Etomidate,0.3882252243376183
Systematic,0.3882252243376183
nurseled,0.3882252243376183
Latino,0.3882252243376183
ePRO,0.3882252243376183
sleepwake,0.3882252243376183
finalize,0.3882252243376183
68GaDOTATATE,0.3882252243376183
Atorvastin,0.3882252243376183
orallyadministered,0.3882252243376183
18FFDGPETCT,0.3882252243376183
014,0.3882252243376183
M5049,0.3882252243376183
artery,0.38779031275877995
plan,0.38779031275877995
oxide,0.3870758987529152
1b,0.3870758987529152
basal,0.3870758987529152
descriptive,0.3870758987529152
sleepiness,0.3870758987529152
VA,0.3870758987529152
vehicle,0.3870758987529152
APS,0.3870758987529152
matching,0.3870758987529152
borders,0.3870758987529152
polyp,0.3870758987529152
iv,0.3870758987529152
headaches,0.3870758987529152
axillary,0.3870758987529152
betablockers,0.3870758987529152
iliac,0.3870758987529152
blindness,0.3870758987529152
communication,0.3860247382625602
agent,0.38602283322384157
parameters,0.38564039616407686
TCA,0.3847896028833031
disability,0.3835138064139827
men,0.38232181067292126
ASD,0.38225252857857805
orthodontic,0.38225252857857805
advanced,0.3821127630180124
breast,0.3821127630180124
order,0.3821127630180124
pregnant,0.3816913129155908
individual,0.38151823353269354
nerve,0.38151823353269354
month,0.38151823353269354
biomarkers,0.38151823353269354
thoracic,0.38144927853127114
Evaluate,0.38144927853127114
predictors,0.38144927853127114
fibrillation,0.38144927853127114
staff,0.38144927853127114
altered,0.38144927853127114
mobile,0.38144927853127114
body,0.38131636750966963
mothers,0.38094546539068436
Soft,0.38058320060978945
functionality,0.38058320060978945
TENS,0.3803022605756261
reduce,0.37924103458872255
occipital,0.3787563164269447
hemorrhage,0.37874009635065053
wall,0.3782366326805527
staging,0.3782366326805527
intraocular,0.3782366326805527
pancreatitis,0.3782366326805527
currently,0.3769256554032689
reducing,0.3769256554032689
fractions,0.37646082360011474
gentamicin,0.37646082360011474
G8,0.37646082360011474
Emotional,0.37646082360011474
Corifollitropin,0.37646082360011474
strains,0.37646082360011474
MEDI8852,0.37646082360011474
alfa,0.37646082360011474
weighing,0.37646082360011474
PF06947386,0.37646082360011474
agitated,0.37646082360011474
dualtask,0.37646082360011474
incentives,0.37646082360011474
moxetumomab,0.37646082360011474
pasudotoxtdfk,0.37646082360011474
anxiety,0.3763847153246982
investigated,0.37565109524745977
improves,0.37565109524745977
13,0.37557129143028894
components,0.37557129143028894
tolerance,0.37557129143028894
taken,0.37557129143028894
obese,0.37557129143028894
role,0.37537669392729744
fibromyalgia,0.374589579438305
mitral,0.374589579438305
18FFES,0.37419298731336703
syndromes,0.3728686762731046
AP,0.3721883641854954
brain,0.37215585649693605
single,0.37161564215468906
supplementation,0.3711776329447694
atrial,0.3711776329447694
admitted,0.3711776329447694
American,0.3711776329447694
immunotherapy,0.3711776329447694
amputation,0.37084200533742645
CSF,0.37084200533742645
treadmill,0.3706045839123656
abortion,0.3706045839123656
responses,0.3701397659914202
PAH,0.36973830889296977
diet,0.3683203433478198
Safety,0.3683203433478198
medicine,0.3682124596980051
caregiver,0.3678970939227965
insufficiency,0.3678970939227965
suboptimal,0.3678970939227965
kg,0.3678970939227965
influenza,0.3673215274745574
OC,0.36615287719870354
diary,0.3654606893272813
Intermediate1risk,0.36538844643540547
Myelodysplastic,0.36538844643540547
nemonoxacin,0.36538844643540547
liposomes,0.36538844643540547
manipulative,0.36538844643540547
osteopathic,0.36538844643540547
lenalidomide,0.36538844643540547
CedarsSinai,0.36538844643540547
48h,0.36538844643540547
neutropenia,0.36538844643540547
innervation,0.36538844643540547
BMS791325,0.36538844643540547
Amphotericin,0.36538844643540547
cervicogenic,0.36538844643540547
DCVASVBMS791325,0.36538844643540547
products,0.36538844643540547
Shoulder,0.36538844643540547
Tornier,0.36538844643540547
Nefopam,0.36538844643540547
moxifloxacin,0.36538844643540547
preemptive,0.36538844643540547
needling,0.36538844643540547
bioADM,0.36538844643540547
trigeminal,0.36538844643540547
NEC,0.36538844643540547
OTCD,0.36538844643540547
digitalized,0.36538844643540547
tish,0.36538844643540547
dehydroepiandrosterone,0.36538844643540547
AZD9668,0.36538844643540547
MarchMay,0.36538844643540547
lingualpalatinal,0.36538844643540547
Describe,0.36538844643540547
Mircera,0.36538844643540547
erythematosus,0.36538844643540547
prednisonedependent,0.36538844643540547
synthetic,0.36538844643540547
supplementing,0.36538844643540547
attainment,0.36538844643540547
trough,0.36538844643540547
lobectomy,0.36538844643540547
thoracotomy,0.36538844643540547
OBJECTIVES,0.36538844643540547
spina,0.36538844643540547
seizure,0.36538844643540547
Demographics,0.36538844643540547
sloped,0.36538844643540547
Lewy,0.36538844643540547
interrelationship,0.36538844643540547
polysomnographic,0.36538844643540547
prostaglandin,0.36538844643540547
dinoprostone,0.36538844643540547
fallopian,0.36538844643540547
Omega,0.36538844643540547
pemetrexed,0.36538844643540547
immunogenetic,0.36538844643540547
depth,0.3652136643381273
Japanese,0.3652136643381273
intends,0.3652136643381273
cerebral,0.3652136643381273
centre,0.3652136643381273
blocking,0.36519399017432674
dual,0.36519399017432674
nivolumab,0.36519399017432674
hypotension,0.36519399017432674
target,0.3649435465514249
tumors,0.36493048424866337
endpoint,0.36493048424866337
assessed,0.3646654231940356
renal,0.3635801892306237
nicotine,0.362883655080858
patientreported,0.362883655080858
PSC,0.362883655080858
coated,0.362883655080858
consultations,0.362883655080858
hypercholesterolemia,0.362883655080858
prematurity,0.362883655080858
carbonate,0.362883655080858
psilocybin,0.362883655080858
progressed,0.362883655080858
rhinitis,0.362883655080858
antiangiogenic,0.362883655080858
Europe,0.362883655080858
Moderate,0.362883655080858
Mild,0.362883655080858
noncirrhotic,0.362883655080858
detemir,0.362883655080858
neovascularization,0.362883655080858
acupuncture,0.362883655080858
worsened,0.362883655080858
plantar,0.362883655080858
document,0.362883655080858
SingleDose,0.362883655080858
object,0.362883655080858
radiotracer,0.362883655080858
packet,0.362883655080858
itraconazole,0.362883655080858
existing,0.36211739943273996
Aim,0.36211739943273996
simple,0.36211739943273996
adolescents,0.36211739943273996
adapted,0.36211739943273996
external,0.36211739943273996
available,0.3608913903957509
regimen,0.3606480909303767
dose,0.36038916218399375
knee,0.3601694877626968
Coaching,0.36009296170445754
term,0.3593184389323528
treat,0.3589768146697798
chemoradiotherapy,0.3583617455424169
5hmC,0.3583617455424169
carbonic,0.3583617455424169
stroke,0.3571524057811949
ER,0.35602944573173856
B,0.3553653178552589
oval,0.354948776537251
leaf,0.354948776537251
Achilles,0.354948776537251
perceptual,0.354948776537251
silver,0.354948776537251
nylon,0.354948776537251
infection,0.35492351805846595
carcinoma,0.3542695030612491
facial,0.3542029014933232
long,0.3540467326874454
PET,0.35401274438213787
genes,0.35401274438213787
pandemic,0.35401274438213787
injections,0.35401274438213787
natural,0.35401274438213787
healthcare,0.35401274438213787
upper,0.35401274438213787
diagnosed,0.35374549399753646
fraction,0.35302085716851583
daytime,0.35302085716851583
obtaining,0.35302085716851583
ejection,0.35302085716851583
iron,0.35302085716851583
peer,0.35302085716851583
singledose,0.35302085716851583
narcotic,0.35302085716851583
gender,0.35262008970577813
MS,0.35224189843672005
better,0.3518979057420522
mcg,0.3518871806844684
notified,0.3518871806844684
Stage,0.3518871806844684
Intelligence,0.3518871806844684
free,0.3518757902027272
crenezumab,0.35160020317369206
nutrition,0.35093158023869103
engraftment,0.34994949799447284
reduces,0.349725047404969
receiving,0.34924973264104925
CBD,0.34836830887762366
caused,0.3467007560548657
cardiac,0.3467007560548657
receptor,0.34668119208949755
expression,0.34668119208949755
ablation,0.34668119208949755
stent,0.3459656247144087
exercise,0.34555077610252855
drug,0.34523045369526073
Cervicogenic,0.34508908830010515
Mobilization,0.34508908830010515
microspheres,0.34508908830010515
AL,0.34508908830010515
Tissue,0.34508908830010515
Headache,0.34508908830010515
Needling,0.34508908830010515
constipationpredominant,0.34508908830010515
Versus,0.34508908830010515
esmolol,0.34508908830010515
raw,0.34508908830010515
Instrumented,0.34508908830010515
2month,0.34508908830010515
symbiotic,0.34508908830010515
SIRSpheres,0.34508908830010515
broccoli,0.34508908830010515
respiration,0.34508908830010515
meditation,0.34508908830010515
MD,0.34508908830010515
music,0.34508908830010515
